ICAO,Latitude,Longitude,Name
KTYS,"35° 48' 39.50"" N","83° 59' 38.50"" W",McGhee Tyson Airport US
KTZR,"39° 54' 4.20"" N","83° 8' 12.87"" W",Bolton Field US
KTZT,"41° 52' 43.60"" N","92° 17' 4.45"" W",Belle Plaine Municipal Airport US
KTZV,"36° 43' 44.50"" N","85° 39' 8.60"" W",Tompkinsville-Monroe County Airport US
KU70,"44° 29' 37.68"" N","116° 0' 57.60"" W",Cascade Airport US
KUAO,"45° 14' 49.70"" N","122° 46' 12.20"" W",Aurora State Airport US
KUBE,"45° 30' 21.49"" N","91° 58' 51.91"" W",Cumberland Municipal Airport US
KUBS,"33° 27' 55.43"" N","88° 22' 49.14"" W",Columbus-Lowndes County Airport US
KUBX,"38° 4' 7.60"" N","91° 25' 43.89"" W",Cuba Municipal Airport US
KUCA,"43° 8' 42.40"" N","75° 23' 1.89"" W",Oneida County Airport US
KUCP,"41° 1' 31.40"" N","80° 24' 48.40"" W",New Castle Municipal Airport US
KUCY,"36° 22' 54.50"" N","88° 59' 7.50"" W",Everett-Stewart Airport US
KUDD,"33° 44' 54.38"" N","116° 16' 29.33"" W",Bermuda Dunes Airport US
KUDG,"34° 26' 57.78"" N","79° 53' 24.22"" W",Darlington County Jetport Airport US
KUES,"43° 2' 27.70"" N","88° 14' 13.40"" W",Waukesha County Airport US
KUGN,"42° 25' 19.78"" N","87° 52' 4.47"" W",Waukegan National Airport US
KUIL,"47° 56' 11.70"" N","124° 33' 45.48"" W",Quillayute Airport US
KUIN,"39° 56' 33.84"" N","91° 11' 40.44"" W",Quincy Regional Airport (Baldwin Field) US
KUKF,"36° 13' 22.23"" N","81° 5' 54.02"" W",Wilkes County Airport US
KUKI,"39° 7' 33.45"" N","123° 12' 3.08"" W",Ukiah Municipal Airport US
KUKL,"38° 18' 8.95"" N","95° 43' 29.85"" W",Coffey County Airport US
KUKT,"40° 26' 6.76"" N","75° 22' 54.94"" W",Quakertown Airport US
KULM,"44° 19' 11.10"" N","94° 30' 8.40"" W",New Ulm Municipal Airport US
KULS,"37° 36' 14.42"" N","101° 22' 24.82"" W",Ulysses Airport US
KUMP,"39° 56' 6.59"" N","86° 2' 41.89"" W",Indianapolis Metropolitan Airport US
KUNU,"43° 25' 35.40"" N","88° 42' 13.80"" W",Dodge County Airport US
KUNV,"40° 50' 57.40"" N","77° 50' 55.30"" W",University Park Airport US
KUOS,"35° 12' 18.53"" N","85° 53' 53.33"" W",Franklin County Airport US
KUOX,"34° 23' 3.56"" N","89° 32' 12.50"" W",University-Oxford Airport US
KUSE,"41° 36' 36.50"" N","84° 7' 37.90"" W",Fulton County Airport US
KUTA,"34° 41' 6.22"" N","90° 20' 52.03"" W",Tunica Municipal Airport US
KUTS,"30° 44' 48.80"" N","95° 35' 13.80"" W",Huntsville Municipal Airport US
KUUU,"41° 31' 56.78"" N","71° 16' 53.56"" W",Newport State Airport (Rhode Island) US
KUUV,"38° 14' 0.50"" N","91° 9' 51.40"" W",Sullivan Regional Airport US
KUVA,"29° 12' 40.80"" N","99° 44' 36.90"" W",Garner Field US
KUWL,"39° 52' 33.07"" N","85° 19' 35.28"" W",New Castle-Henry County Municipal Airport US
KUYF,"39° 55' 57.80"" N","83° 27' 43.20"" W",Madison County Airport US
KUZA,"34° 59' 16.20"" N","81° 3' 25.80"" W",Rock Hill/York County Airport (Bryant Field) US
KVAD,"30° 58' 4.20"" N","83° 11' 34.80"" W",Moody AFB US
KVAY,"39° 56' 34.41"" N","74° 50' 44.59"" W",South Jersey Regional Airport US
KVBG,"34° 44' 14.40"" N","120° 35' 3.50"" W",Vandenberg AFB US
KVBT,"36° 20' 44.57"" N","94° 13' 9.64"" W",Bentonville Municipal Airport (Louise M. Thaden Field) US
KVBW,"38° 22' 0.26"" N","78° 57' 37.20"" W",Bridgewater Air Park Airport US
KVCB,"38° 22' 40.00"" N","121° 57' 41.70"" W",Nut Tree Airport US
KVCT,"28° 51' 9.20"" N","96° 55' 6.55"" W",Victoria Regional Airport US
KVCV,"34° 35' 50.90"" N","117° 22' 58.80"" W",Southern California Logistics Airport US
KVDI,"32° 11' 33.82"" N","82° 22' 16.18"" W",Vidalia Regional Airport US
KVEL,"40° 26' 27.30"" N","109° 30' 35.70"" W",Vernal Airport US
KVES,"40° 12' 15.90"" N","84° 31' 54.90"" W",Darke County Airport US
KVGT,"36° 12' 38.50"" N","115° 11' 40.00"" W",North Las Vegas Airport US
KVHN,"31° 3' 28.24"" N","104° 47' 1.70"" W",Culberson County Airport US
KVIH,"38° 7' 38.70"" N","91° 46' 10.20"" W",Rolla National Airport US
KVIQ,"44° 33' 29.26"" N","90° 30' 44.09"" W",Neillsville Municipal Airport US
KVIS,"36° 19' 7.20"" N","119° 23' 34.40"" W",Visalia Municipal Airport US
KVJI,"36° 41' 13.57"" N","82° 1' 59.98"" W",Virginia Highlands Airport US
KVKS,"32° 14' 21.54"" N","90° 55' 42.38"" W",Vicksburg Municipal Airport US
KVLA,"38° 59' 29.28"" N","89° 9' 58.28"" W",Vandalia Municipal Airport US
KVLD,"30° 46' 57.00"" N","83° 16' 36.20"" W",Valdosta Regional Airport US
KVMR,"42° 45' 55.04"" N","96° 56' 3.32"" W",Harold Davidson Field US
KVNC,"27° 4' 17.80"" N","82° 26' 25.20"" W",Venice Municipal Airport US
KVNW,"40° 51' 53.00"" N","84° 36' 34.00"" W",Van Wert County Airport US
KVNY,"34° 12' 35.30"" N","118° 29' 23.90"" W",Van Nuys Airport US
KVOK,"43° 56' 20.24"" N","90° 15' 12.36"" W",Volk Field US
KVPC,"34° 7' 23.33"" N","84° 50' 55.35"" W",Cartersville Airport US
KVPS,"30° 28' 59.70"" N","86° 31' 31.44"" W",Okaloosa Regional Airport / Eglin AFB US
KVPZ,"41° 27' 14.28"" N","87° 0' 25.46"" W",Porter County Municipal Airport US
KVQQ,"30° 13' 7.26"" N","81° 52' 36.01"" W",Cecil Field US
KVRB,"27° 39' 20.00"" N","80° 25' 4.60"" W",Vero Beach Municipal Airport US
KVSF,"43° 20' 37.06"" N","72° 31' 2.33"" W",Hartness State (Springfield) Airport US
KVTA,"40° 1' 28.77"" N","82° 27' 42.53"" W",Newark-Heath Airport US
KVTI,"42° 13' 7.10"" N","92° 1' 33.30"" W",Vinton Veterans Memorial Airpark US
KVTN,"42° 51' 24.11"" N","100° 32' 56.28"" W",Miller Field US
KVUJ,"35° 25' 0.10"" N","80° 9' 2.87"" W",Stanly County Airport US
KVUO,"45° 37' 13.63"" N","122° 39' 23.36"" W",Pearson Field US
KVVS,"39° 57' 33.00"" N","79° 39' 25.70"" W",Connellsville Airport US
KVVV,"45° 18' 20.39"" N","96° 25' 27.92"" W",Ortonville Municipal Airport (Martinson Field) US
KVWU,"48° 9' 3.60"" N","94° 30' 58.90"" W",Waskish Municipal Airport US
KVYS,"41° 21' 6.72"" N","89° 9' 11.10"" W",Illinois Valley Regional Airport (Walter A. Duncan Field) US
KWAL,"37° 56' 24.70"" N","75° 27' 59.00"" W",Wallops Flight Facility Airport US
KWAY,"39° 54' 4.10"" N","80° 7' 50.50"" W",Greene County Airport US
KWBW,"41° 17' 49.82"" N","75° 51' 4.34"" W",Wilkes-Barre Wyoming Valley Airport US
KWDG,"36° 22' 42.10"" N","97° 47' 20.40"" W",Enid Woodring Regional Airport US
KWDR,"33° 58' 58.30"" N","83° 40' 2.70"" W",Winder-Barrow Airport US
KWEA,"32° 44' 46.67"" N","97° 40' 56.80"" W",Parker County Airport US
KWHP,"34° 15' 33.57"" N","118° 24' 48.36"" W",Whiteman Airport US
KWJF,"34° 44' 27.80"" N","118° 13' 7.10"" W",General William J. Fox Airfield US
KWLD,"37° 10' 7.00"" N","97° 2' 15.10"" W",Strother Field US
KWLW,"39° 30' 56.70"" N","122° 13' 2.20"" W",Willows-Glenn County Airport US
KWMC,"40° 53' 47.80"" N","117° 48' 21.20"" W",Winnemucca Municipal Airport US
KWRB,"32° 38' 24.52"" N","83° 35' 30.66"" W",Robins AFB US
KWRI,"40° 0' 56.00"" N","74° 35' 30.00"" W",McGuire Air Force Base US
KWRL,"43° 57' 56.57"" N","107° 57' 2.99"" W",Worland Municipal Airport US
KWSD,"32° 20' 29.34"" N","106° 24' 9.96"" W",Condron AAF US
KWST,"41° 20' 58.62"" N","71° 48' 12.16"" W",Westerly State Airport US
KWVI,"36° 56' 8.60"" N","121° 47' 22.70"" W",Watsonville Municipal Airport US
KWVL,"44° 31' 59.70"" N","69° 40' 31.90"" W",Waterville Robert LaFleur Airport US
KWWD,"39° 0' 30.63"" N","74° 54' 29.79"" W",Cape May Airport US
KWWR,"36° 26' 16.80"" N","99° 31' 21.60"" W",West Woodward Airport US
KWYS,"44° 41' 18.24"" N","111° 7' 3.50"" W",Yellowstone Airport US
KXNA,"36° 16' 54.73"" N","94° 18' 24.52"" W",Northwest Arkansas Regional Airport US
KXTA,"37° 13' 60.00"" N","115° 47' 57.99"" W",Area 51 US
KYIP,"42° 14' 16.54"" N","83° 31' 49.47"" W",Willow Run Airport US
KYKM,"46° 34' 5.41"" N","120° 32' 38.61"" W",Yakima Air Terminal (McAllister Field) US
KYKN,"42° 55' 0.10"" N","97° 23' 9.40"" W",Chan Gurney Municipal Airport US
KYNG,"41° 15' 38.65"" N","80° 40' 44.75"" W",Youngstown-Warren Regional Airport US
KYUM,"32° 39' 23.68"" N","114° 36' 21.53"" W",Yuma International Airport / MCAS Yuma US
KZEF,"36° 16' 48.09"" N","80° 47' 9.85"" W",Elkin Municipal Airport US
KZER,"40° 42' 23.30"" N","76° 22' 23.30"" W",Schuylkill County Airport (Joe Zerbey Field) US
KZPH,"28° 13' 41.29"" N","82° 9' 21.33"" W",Zephyrhills Municipal Airport US
KZUN,"35° 4' 59.62"" N","108° 47' 30.40"" W",Black Rock Airport US
KZZV,"39° 56' 40.01"" N","81° 53' 31.54"" W",Zanesville Municipal Airport US
LATI,"41° 24' 52.92"" N","19° 43' 14.16"" E",Tirana International Airport AL
LBBG,"42° 34' 10.56"" N","27° 30' 54.72"" E",Burgas Airport BG
LBGO,"43° 9' 5.05"" N","25° 42' 46.44"" E",Gorna Oriakhovitza Airport BG
LBPD,"42° 4' 4.08"" N","24° 51' 2.88"" E",Plovdiv International Airport BG
LBPL,"43° 27' 5.04"" N","24° 30' 10.08"" E",Dolna Mitropoliya Air Base BG
LBSF,"42° 41' 48.10"" N","23° 24' 41.17"" E",Sofia Airport BG
LBSS,"44° 3' 18.72"" N","27° 10' 43.68"" E",Silistra Polkovnik Lambrinovo Airfield BG
LBSZ,"42° 22' 36.12"" N","25° 39' 18.72"" E",Stara Zagora Airport BG
LBVD,"44° 1' 20.64"" N","22° 48' 57.96"" E",Vidin Smurdan Airfield BG
LBWN,"43° 13' 55.57"" N","27° 49' 30.36"" E",Varna Airport BG
LCLK,"34° 52' 30.42"" N","33° 37' 29.46"" E",Larnaca International Airport CY
LCPH,"34° 43' 4.94"" N","32° 29' 8.63"" E",Paphos International Airport CY
LCRA,"34° 35' 25.50"" N","32° 59' 16.30"" E",RAF Akrotiri CY
LDDU,"42° 33' 41.04"" N","18° 16' 5.52"" E",Dubrovnik Airport HR
LDLO,"44° 33' 56.88"" N","14° 23' 35.16"" E",LoÅ¡inj Island Airport HR
LDOS,"45° 27' 45.72"" N","18° 48' 36.72"" E",Osijek Airport HR
LDPL,"44° 53' 36.60"" N","13° 55' 19.92"" E",Pula Airport HR
LDRI,"45° 13' 0.84"" N","14° 34' 13.08"" E",Riviera Kvarner Airport HR
LDSB,"43° 17' 8.53"" N","16° 40' 46.92"" E",Bol Airport HR
LDSP,"43° 32' 20.03"" N","16° 17' 52.80"" E",Split Airport HR
LDZA,"45° 44' 34.44"" N","16° 4' 7.68"" E",Zagreb Airport HR
LDZD,"44° 6' 29.88"" N","15° 20' 48.12"" E",Zadar Airport HR
LEAB,"38° 56' 54.61"" N","1° 51' 48.67"" W",Albacete-Los Llanos Airport ES
LEAL,"38° 16' 55.92"" N","0° 33' 29.36"" W",El Altet Airport ES
LEAM,"36° 50' 38.04"" N","2° 22' 12.36"" W",Almería International Airport ES
LEAS,"43° 33' 48.96"" N","6° 2' 4.63"" W",Asturias Airport (Oviedo Airport) ES
LEBA,"37° 50' 31.20"" N","4° 50' 55.97"" W",Córdoba Airport ES
LEBB,"43° 18' 3.97"" N","2° 54' 38.20"" W",Bilbao Airport ES
LEBG,"42° 21' 27.36"" N","3° 37' 14.74"" W",Burgos Airport ES
LEBL,"41° 17' 49.56"" N","2° 4' 42.46"" E",Josep Tarradellas Barcelona–El Prat Airport ES
LEBZ,"38° 53' 28.68"" N","6° 49' 16.79"" W",Talavera la Real Airport ES
LECN,"39° 59' 57.12"" N","0° 1' 34.00"" E",Castellon De La Plana Airport ES
LECO,"43° 18' 7.56"" N","8° 22' 38.14"" W",La Coruña Airport ES
LEGE,"41° 54' 3.60"" N","2° 45' 37.98"" E",Girona-Costa Brava Airport ES
LEGR,"37° 11' 19.33"" N","3° 46' 38.50"" W","Granada-Jaen Airport, Spain. ES"
LEGU,"39° 20' 44.52"" N","5° 11' 50.46"" W",Guadalupe Airport ES
LEIB,"38° 52' 22.43"" N","1° 22' 23.23"" E",Ibiza Airport ES
LEJR,"36° 44' 40.55"" N","6° 3' 36.40"" W",Jerez Airport ES
LELC,"37° 46' 30.01"" N","0° 48' 44.60"" W",Murcia-San Javier Airport ES
LELL,"41° 31' 15.24"" N","2° 6' 18.29"" E",Sabadell Airport ES
LELN,"42° 35' 20.40"" N","5° 39' 20.02"" W",Leon Airport ES
LELO,"42° 27' 39.43"" N","2° 19' 20.05"" W",Logroño-Agoncillo Airport ES
LEMD,"40° 29' 36.96"" N","3° 34' 0.34"" W",Madrid–Barajas Airport ES
LEMF,"37° 21' 51.48"" N","6° 55' 15.38"" W",Mafé - Gibraleón Airport ES
LEMG,"36° 40' 29.64"" N","4° 29' 56.80"" W",Pablo Ruiz Picasso Airport ES
LEMH,"39° 51' 45.35"" N","4° 13' 7.14"" E",Mahon Airport ES
LEMO,"37° 10' 29.64"" N","5° 36' 57.38"" W",Moron Air Base ES
LEPA,"39° 33' 6.12"" N","2° 44' 19.72"" E",Son Sant Joan Airport (Palma de Mallorca Airport) ES
LEPP,"42° 46' 12.00"" N","1° 38' 46.79"" W",Pamplona Airport ES
LERL,"38° 51' 23.00"" N","3° 58' 12.00"" W",Ciudad Real Central Airport ES
LERS,"41° 8' 50.64"" N","1° 10' 1.81"" E",Reus Airport ES
LERT,"36° 38' 42.72"" N","6° 20' 58.06"" W",Rota Naval Station Airport
LESA,"40° 57' 7.56"" N","5° 30' 7.16"" W",Matacán Airport ES
LESO,"43° 21' 23.40"" N","1° 47' 26.20"" W",San Sebastián Airport (or Fuenterrabia Airport) ES
LEST,"42° 53' 46.68"" N","8° 24' 54.50"" W",Santiago de Compostela Airport ES
LESU,"42° 20' 18.96"" N","1° 24' 33.01"" E",Aeròdrom dels Pirineus-Alt Urgell Airport ES
LETO,"40° 29' 48.12"" N","3° 26' 45.13"" W",Madrid-Torrejón Airport ES
LEVC,"39° 29' 21.48"" N","0° 28' 53.85"" W",Valencia Airport ES
LEVD,"41° 42' 21.96"" N","4° 51' 6.98"" W",Valladolid Airport ES
LEVT,"42° 52' 58.08"" N","2° 43' 28.09"" W",Vitoria Foronda International Airport ES
LEVX,"42° 13' 54.48"" N","8° 37' 36.37"" W",Vigo-Peinador Airport ES
LEXJ,"43° 25' 37.56"" N","3° 49' 12.04"" W",Santander - Parayas Airport ES
LEZG,"41° 39' 58.32"" N","1° 2' 29.58"" W",Zaragoza Airport ES
LEZL,"37° 25' 4.80"" N","5° 53' 35.20"" W",San Pablo Airport ES
LFAB,"49° 52' 57.00"" N","1° 5' 7.01"" E",St Aubin Airport FR
LFAC,"50° 57' 43.56"" N","1° 57' 17.14"" E",Calais - Dunkerque Airport FR
LFAD,"49° 26' 3.84"" N","2° 48' 22.00"" E",Compiègne Margny Airport FR
LFAF,"49° 35' 44.87"" N","3° 37' 54.01"" E",Laon - Chambry Airport FR
LFAG,"49° 52' 6.60"" N","3° 1' 46.49"" E",Péronne-Saint-Quentin Airport FR
LFAK,"51° 2' 26.16"" N","2° 33' 1.01"" E",Dunkerque les Moeres Airport FR
LFAQ,"49° 58' 17.40"" N","2° 41' 51.58"" E",Albert-Bray Airport FR
LFAT,"50° 31' 2.64"" N","1° 37' 14.12"" E",Le Touquet-Céte d'Opale Airport FR
LFAV,"50° 19' 32.89"" N","3° 27' 40.54"" E",Valenciennes-Denain Airport FR
LFAY,"49° 52' 22.80"" N","2° 23' 13.45"" E",Amiens-Glisy Airport FR
LFBA,"44° 10' 28.93"" N","0° 35' 26.00"" E",Agen - La Garenne Aerodrome FR
LFBD,"44° 49' 41.88"" N","0° 42' 56.00"" W",Bordeaux - Mérignac Airport FR
LFBE,"44° 49' 31.07"" N","0° 31' 7.00"" E",Bergerac-Roumanière Airport FR
LFBG,"45° 39' 29.87"" N","0° 19' 3.00"" W",Cognac-Châteaubernard (BA 709) Air Base FR
LFBH,"46° 10' 45.12"" N","1° 11' 43.01"" W",La Rochelle - Île de Ré Airport FR
LFBI,"46° 35' 15.72"" N","0° 18' 24.00"" E",Poitiers - Biard Airport FR
LFBK,"46° 13' 21.36"" N","2° 21' 50.26"" E",Montluçon-Guéret Airport FR
LFBL,"45° 51' 46.08"" N","1° 10' 45.98"" E",Bellegarde Airport FR
LFBM,"43° 54' 42.12"" N","0° 30' 27.00"" W",Mont-de-Marsan (BA 118) Air Base FR
LFBN,"46° 18' 40.67"" N","0° 24' 5.41"" W",Niort-Souché Airport FR
LFBO,"43° 37' 44.76"" N","1° 21' 49.75"" E",Toulouse Blagnac International Airport FR
LFBP,"43° 22' 48.00"" N","0° 25' 7.00"" W",Pyrenees Airport FR
LFBT,"43° 10' 43.32"" N","0° 0' 23.18"" W",Tarbes - Lourdes Pyrenees Airport FR
LFBU,"45° 43' 45.11"" N","0° 13' 17.24"" E",Angoulême - Brie - Champniers Airport FR
LFBV,"45° 9' 2.88"" N","1° 28' 9.01"" E",Brive - La Roche Airport FR
LFBX,"45° 11' 53.16"" N","0° 48' 56.00"" E",Perigueux-Bassillac Aéroport FR
LFBY,"43° 41' 21.12"" N","1° 4' 8.00"" W",Seyresse Airport FR
LFBZ,"43° 28' 6.24"" N","1° 31' 23.95"" W",Biarritz - Anglet - Bayonne Airport FR
LFCA,"46° 46' 53.04"" N","0° 33' 7.00"" E",Châtellerault Airport FR
LFCC,"44° 21' 5.03"" N","1° 28' 31.01"" E",Cahors-Lalbenque Airport FR
LFCE,"46° 10' 45.12"" N","1° 57' 29.99"" E",Guéret St Laurent Airport FR
LFCH,"44° 35' 47.04"" N","1° 6' 38.99"" W",La Teste-de-Buch Airport FR
LFCI,"43° 54' 50.03"" N","2° 6' 47.02"" E",Le Sequestre Airport FR
LFCK,"43° 33' 22.68"" N","2° 17' 21.05"" E",Castres-Mazamet Airport FR
LFCR,"44° 24' 28.45"" N","2° 28' 57.61"" E",Rodez-Marcillac Airport FR
LFCY,"45° 37' 41.16"" N","0° 58' 21.00"" W",Royan-Médis Airport FR
LFDB,"44° 1' 32.52"" N","1° 22' 40.94"" E",Montauban Airport FR
LFDI,"44° 58' 56.99"" N","0° 8' 5.00"" W",Libourne-Artigues-de-Lussac Airport FR
LFDN,"45° 53' 16.07"" N","0° 58' 59.00"" W",Rochefort-Saint-Agnant (BA 721) Airport FR
LFDS,"44° 47' 35.88"" N","1° 14' 40.99"" E",Sarlat Domme Airport FR
LFDT,"43° 12' 57.96"" N","0° 4' 43.00"" E",Tarbes Laloubère Airport FR
LFEY,"46° 43' 6.96"" N","2° 23' 28.00"" W",Île d'Yeu Airport FR
LFGA,"48° 6' 35.65"" N","7° 21' 32.44"" E",Colmar-Houssen Airport FR
LFGF,"47° 0' 21.24"" N","4° 53' 36.31"" E",Beaune-Challanges Airport FR
LFGJ,"47° 2' 20.41"" N","5° 25' 38.10"" E",Dole/Tavaux Airport FR
LFGW,"49° 7' 20.63"" N","5° 28' 8.58"" E",Verdun-Le Rozelier Airport FR
LFHM,"45° 49' 14.88"" N","6° 39' 7.99"" E",Megève Airport FR
LFHO,"44° 32' 39.12"" N","4° 22' 19.88"" E",Aubenas-Ardèche Méridional Airport FR
LFHP,"45° 4' 50.52"" N","3° 45' 46.40"" E",Le Puy-Loudes Airport FR
LFHS,"46° 12' 3.24"" N","5° 17' 31.31"" E",Bourg-Ceyzériat Airport FR
LFHU,"45° 5' 17.88"" N","6° 5' 4.99"" E",Alpe d'Huez Airport FR
LFHY,"46° 32' 4.56"" N","3° 25' 25.39"" E",Moulins-Montbeugny Airport FR
LFJL,"48° 58' 55.57"" N","6° 15' 4.75"" E",Metz-Nancy-Lorraine Airport FR
LFJR,"47° 33' 37.08"" N","0° 18' 44.00"" W",Angers-Loire Airport FR
LFKB,"42° 33' 9.72"" N","9° 29' 1.43"" E",Bastia - Poretta Airport FR
LFKC,"42° 31' 50.88"" N","8° 47' 35.48"" E",Calvi Sainte-Catherine Airport FR
LFKF,"41° 30' 2.16"" N","9° 5' 52.01"" E",Sud Corse Airport FR
LFKJ,"41° 55' 24.96"" N","8° 48' 10.51"" E",Ajaccio Napoleon Bonaparte Airport FR
LFKO,"41° 39' 38.16"" N","8° 53' 23.10"" E",Propriano Airport FR
LFKS,"41° 55' 27.84"" N","9° 24' 21.60"" E",Solenzara (BA 126) Air Base FR
LFKX,"45° 24' 24.83"" N","6° 34' 50.02"" E",Méribel Airport FR
LFLA,"47° 51' 0.72"" N","3° 29' 49.60"" E",Auxerre - Branches Airport FR
LFLB,"45° 38' 17.16"" N","5° 52' 48.83"" E",Chambéry Airport FR
LFLC,"45° 47' 12.12"" N","3° 10' 9.01"" E",Auvergne Airport FR
LFLD,"47° 3' 29.17"" N","2° 22' 13.01"" E",Bourges Airport FR
LFLI,"46° 11' 31.20"" N","6° 16' 6.20"" E",Annemasse Airport FR
LFLJ,"45° 23' 48.13"" N","6° 38' 4.99"" E",Courchevel Airport FR
LFLL,"45° 43' 35.03"" N","5° 5' 26.99"" E",Lyon–Saint-Exupéry Airport FR
LFLM,"46° 17' 42.36"" N","4° 47' 44.77"" E",Mâcon-Charnay Airport FR
LFLN,"46° 24' 44.99"" N","4° 0' 47.74"" E",Saint-Yan Airport FR
LFLO,"46° 3' 29.88"" N","4° 0' 5.00"" E",Roanne-Renaison Airport FR
LFLP,"45° 55' 45.12"" N","6° 5' 55.54"" E",Meythet Airport FR
LFLQ,"44° 35' 0.96"" N","4° 44' 26.02"" E",Montélimar - Ancéne Airport FR
LFLS,"45° 21' 46.44"" N","5° 19' 45.73"" E",Grenoble-Isère Airport FR
LFLT,"46° 21' 9.00"" N","2° 34' 13.76"" E",Montluçon-Domérat Airport FR
LFLU,"44° 55' 17.76"" N","4° 58' 11.64"" E",Valence-Chabeuil Airport FR
LFLV,"46° 10' 10.92"" N","3° 24' 13.46"" E",Vichy-Charmeil Airport FR
LFLW,"44° 53' 29.04"" N","2° 25' 18.98"" E",Aurillac Airport FR
LFLX,"46° 51' 43.90"" N","1° 43' 50.40"" E","Châteauroux-Déols ""Marcel Dassault"" Airport FR"
LFLY,"45° 43' 37.92"" N","4° 56' 39.37"" E",Lyon-Bron Airport FR
LFMA,"43° 30' 20.16"" N","5° 22' 4.01"" E",Aix-en-Provence (BA 114) Airport FR
LFMD,"43° 32' 31.20"" N","6° 57' 12.53"" E",Cannes - Mandelieu Airport FR
LFMH,"45° 32' 26.16"" N","4° 17' 47.00"" E",Saint-Étienne - Bouthéon Airport FR
LFMI,"43° 31' 21.72"" N","4° 55' 25.82"" E",Istres Le Tubé/Istres Air Base (BA 125) Airport FR
LFMK,"43° 12' 57.60"" N","2° 18' 22.75"" E",Carcassonne Salvaza Airport FR
LFML,"43° 26' 21.38"" N","5° 13' 17.13"" E",Marseille Provence Airport FR
LFMN,"43° 39' 30.25"" N","7° 12' 57.13"" E",Côte d'Azur International Airport FR
LFMO,"44° 8' 25.80"" N","4° 52' 0.19"" E",Orange-Caritat Air Base FR
LFMP,"42° 44' 25.43"" N","2° 52' 14.41"" E",Perpignan/Rivesaltes Aéroport FR
LFMQ,"43° 15' 9.00"" N","5° 47' 6.68"" E",Le Castellet Airport FR
LFMR,"44° 23' 17.89"" N","6° 36' 37.01"" E",Barcelonnette - Saint-Pons Airport FR
LFMS,"44° 4' 10.91"" N","4° 8' 31.63"" E",Alès-Deaux Airport FR
LFMT,"43° 34' 34.31"" N","3° 57' 46.84"" E",Mediterranée Airport FR
LFMU,"43° 19' 24.61"" N","3° 21' 14.04"" E",Béziers Vias Airport FR
LFMV,"43° 54' 26.28"" N","4° 54' 6.59"" E",Avignon - Caumont Airport FR
LFNA,"44° 27' 18.01"" N","6° 2' 16.01"" E",Gap - Tallard Airport FR
LFNB,"44° 30' 7.57"" N","3° 31' 58.15"" E",Mende-Brenoux Airport FR
LFNC,"44° 42' 6.11"" N","6° 36' 1.01"" E",Mont-Dauphin - St-Crépin Airport FR
LFOB,"49° 27' 15.84"" N","2° 6' 46.01"" E",Paris Beauvais Tillé Airport FR
LFOD,"47° 15' 24.49"" N","0° 6' 54.51"" W",Saumur-Saint-Florent Airport FR
LFOE,"49° 1' 43.33"" N","1° 13' 11.50"" E",Évreux-Fauville Air Base FR
LFOF,"48° 26' 50.99"" N","0° 6' 33.00"" E",Alençon Valframbert Airport FR
LFOH,"49° 32' 2.04"" N","0° 5' 17.00"" E",Le Havre Octeville Airport FR
LFOI,"50° 8' 36.60"" N","1° 49' 54.80"" E",Abbeville - Buigny-Saint-Maclou Aerodrome FR
LFOJ,"47° 59' 16.08"" N","1° 45' 38.02"" E",Orléans-Bricy (BA 123) Air Base FR
LFOK,"48° 46' 33.96"" N","4° 11' 4.16"" E",Châlons-Vatry Air Base FR
LFOO,"46° 28' 36.83"" N","1° 43' 22.01"" W",Les Sables-d'Olonne Talmont Airport FR
LFOP,"49° 23' 3.12"" N","1° 10' 29.28"" E",Rouen Airport FR
LFOQ,"47° 40' 42.60"" N","1° 12' 31.82"" E",Blois-Le Breuil Airport FR
LFOR,"48° 27' 32.04"" N","1° 31' 26.00"" E",Chartres Champhol Airport FR
LFOT,"47° 25' 55.92"" N","0° 43' 39.38"" E",Tours Val de Loire Airport FR
LFOU,"47° 4' 55.56"" N","0° 52' 37.43"" W",Le Pontreau Airport FR
LFOV,"48° 1' 53.04"" N","0° 44' 34.75"" W",Laval-Entrammes Airport FR
LFPB,"48° 58' 9.83"" N","2° 26' 29.00"" E",Paris - Le Bourget Airport FR
LFPC,"49° 15' 12.61"" N","2° 31' 8.90"" E",Creil Air Base FR
LFPG,"49° 0' 46.07"" N","2° 32' 60.00"" E",Charles de Gaulle International Airport FR
LFPN,"48° 45' 6.84"" N","2° 6' 22.28"" E",Toussus-le-Noble Airport FR
LFPO,"48° 43' 31.08"" N","2° 21' 33.98"" E",Orly International Airport FR
LFPT,"49° 5' 47.76"" N","2° 2' 26.99"" E",Pontoise Airport FR
LFPV,"48° 46' 27.84"" N","2° 12' 5.54"" E",Villacoublay-Vélizy (BA 107) Air Base FR
LFQB,"48° 19' 19.57"" N","4° 1' 0.12"" E",Barberey Airport FR
LFQG,"47° 0' 9.37"" N","3° 6' 47.99"" E",Nevers-Fourchambault Airport FR
LFQI,"50° 13' 18.49"" N","3° 9' 15.26"" E",Cambrai-Épinoy (BA 103) Air Base FR
LFQJ,"50° 18' 37.80"" N","4° 1' 59.23"" E",Maubeuge-Élesmes Airport FR
LFQQ,"50° 33' 42.84"" N","3° 5' 21.98"" E",Lille-Lesquin Airport FR
LFQT,"50° 37' 6.24"" N","2° 38' 32.06"" E",Merville Calonne Airport FR
